ts_code,symbol,name,sw_l1_code,sw_l1_name,sw_l2_code,sw_l2_name,sw_l3_code,sw_l3_name,in_date,fetch_date,data_source
000998.SZ,000998,隆平高科,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20000629,2026-08-01,tushare
000713.SZ,000713,国投丰乐,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,19970422,2026-08-01,tushare
600371.SH,600371,万向德农,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20020916,2026-08-01,tushare
002041.SZ,002041,登海种业,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20050324,2026-08-01,tushare
600354.SH,600354,敦煌种业,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20070702,2026-08-01,tushare
300087.SZ,300087,ST荃银,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20100112,2026-08-01,tushare
300189.SZ,300189,神农种业,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20110107,2026-08-01,tushare
600313.SH,600313,农发种业,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20110110,2026-08-01,tushare
920087.BJ,920087.BJ,秋乐种业,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20221206,2026-08-01,tushare
920403.BJ,920403.BJ,康农种业,801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,20240118,2026-08-01,tushare
600598.SH,600598,北大荒,801010.SI,农林牧渔,801016.SI,种植业,850112.SI,粮食种植,20110110,2026-08-01,tushare
601952.SH,601952,苏垦农发,801010.SI,农林牧渔,801016.SI,种植业,850112.SI,粮食种植,20170504,2026-08-01,tushare
600762.SH,600762,S*ST金荔(退市),801010.SI,农林牧渔,801016.SI,种植业,850112.SI,粮食种植,19961025,2026-08-01,tushare
600359.SH,600359,新农开发,801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,19990429,2026-08-01,tushare
600108.SH,600108,亚盛集团,801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,19970818,2026-08-01,tushare
600540.SH,600540,新赛股份,801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,20040102,2026-08-01,tushare
601118.SH,601118,海南橡胶,801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,20100128,2026-08-01,tushare
002215.SZ,002215,诺普信,801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,20250509,2026-08-01,tushare
603336.SH,603336,宏辉果蔬,801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,20161107,2026-08-01,tushare
300511.SZ,300511,雪榕生物,801010.SI,农林牧渔,801016.SI,种植业,850114.SI,食用菌,20210730,2026-08-01,tushare
300970.SZ,300970,华绿生物,801010.SI,农林牧渔,801016.SI,种植业,850114.SI,食用菌,20210730,2026-08-01,tushare
600883.SH,600883,博闻科技,801010.SI,农林牧渔,801016.SI,种植业,850114.SI,食用菌,20220729,2026-08-01,tushare
002772.SZ,002772,众兴菌业,801010.SI,农林牧渔,801016.SI,种植业,850114.SI,食用菌,20210730,2026-08-01,tushare
600097.SH,600097,开创国际,801010.SI,农林牧渔,801015.SI,渔业,850121.SI,海洋捕捞,19970619,2026-08-01,tushare
000798.SZ,000798,中水渔业,801010.SI,农林牧渔,801015.SI,渔业,850121.SI,海洋捕捞,19980212,2026-08-01,tushare
600257.SH,600257,大湖股份,801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,20000612,2026-08-01,tushare
600467.SH,600467,好当家,801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,20040401,2026-08-01,tushare
002069.SZ,002069,獐子岛,801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,20060919,2026-08-01,tushare
300094.SZ,300094,国联水产,801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,20100129,2026-08-01,tushare
600709.SH,600709,ST生态(退市),801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,19960618,2026-08-01,tushare
000588.SZ,000588,PT粤金曼(退市),801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,19960123,2026-08-01,tushare
600275.SH,600275,退市昌鱼(退市),801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,20180713,2026-08-01,tushare
600265.SH,600265,*ST景谷,801010.SI,农林牧渔,801011.SI,林业Ⅱ,850131.SI,林业Ⅲ,20000825,2026-08-01,tushare
000592.SZ,000592,平潭发展,801010.SI,农林牧渔,801011.SI,林业Ⅱ,850131.SI,林业Ⅲ,20091009,2026-08-01,tushare
000663.SZ,000663,永安林业,801010.SI,农林牧渔,801011.SI,林业Ⅱ,850131.SI,林业Ⅲ,20220729,2026-08-01,tushare
002679.SZ,002679,福建金森,801010.SI,农林牧渔,801011.SI,林业Ⅱ,850131.SI,林业Ⅲ,20120130,2026-08-01,tushare
000702.SZ,000702,正虹科技,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,19970318,2026-08-01,tushare
000876.SZ,000876,新希望,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20260701,2026-08-01,tushare
001366.SZ,001366,播恩集团,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20230224,2026-08-01,tushare
002385.SZ,002385,大北农,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20100129,2026-08-01,tushare
002100.SZ,002100,天康生物,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20150701,2026-08-01,tushare
603363.SH,603363,傲农生物,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20170907,2026-08-01,tushare
603609.SH,603609,禾丰股份,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20140207,2026-08-01,tushare
002548.SZ,002548,金新农,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20110110,2026-08-01,tushare
688156.SH,688156,路德科技,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20250509,2026-08-01,tushare
002567.SZ,002567,唐人神,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20110117,2026-08-01,tushare
603151.SH,603151,邦基科技,801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,20220923,2026-08-01,tushare
603668.SH,603668,天马科技,801010.SI,农林牧渔,801014.SI,饲料,850143.SI,水产饲料,20161201,2026-08-01,tushare
002696.SZ,002696,百洋股份,801010.SI,农林牧渔,801014.SI,饲料,850143.SI,水产饲料,20220729,2026-08-01,tushare
001313.SZ,001313,粤海饲料,801010.SI,农林牧渔,801014.SI,饲料,850143.SI,水产饲料,20220121,2026-08-01,tushare
002311.SZ,002311,海大集团,801010.SI,农林牧渔,801014.SI,饲料,850143.SI,水产饲料,20090112,2026-08-01,tushare
002891.SZ,002891,中宠股份,801010.SI,农林牧渔,801014.SI,饲料,850144.SI,宠物食品,20170825,2026-08-01,tushare
300673.SZ,300673,佩蒂股份,801010.SI,农林牧渔,801014.SI,饲料,850144.SI,宠物食品,20170711,2026-08-01,tushare
920419.BJ,920419.BJ,路斯股份,801010.SI,农林牧渔,801014.SI,饲料,850144.SI,宠物食品,20220224,2026-08-01,tushare
301498.SZ,301498,乖宝宠物,801010.SI,农林牧渔,801014.SI,饲料,850144.SI,宠物食品,20230731,2026-08-01,tushare
000972.SZ,000972,中基健康,801010.SI,农林牧渔,801012.SI,农产品加工,850151.SI,果蔬加工,20000512,2026-08-01,tushare
600962.SH,600962,国投中鲁,801010.SI,农林牧渔,801012.SI,农产品加工,850151.SI,果蔬加工,20040618,2026-08-01,tushare
300175.SZ,300175,朗源股份,801010.SI,农林牧渔,801012.SI,农产品加工,850151.SI,果蔬加工,20110127,2026-08-01,tushare
605198.SH,605198,安德利,801010.SI,农林牧渔,801012.SI,农产品加工,850151.SI,果蔬加工,20200909,2026-08-01,tushare
600251.SH,600251,冠农股份,801010.SI,农林牧渔,801012.SI,农产品加工,850151.SI,果蔬加工,20170522,2026-08-01,tushare
920023.BJ,920023.BJ,*ST田野,801010.SI,农林牧渔,801012.SI,农产品加工,850151.SI,果蔬加工,20230213,2026-08-01,tushare
600127.SH,600127,金健米业,801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,19980506,2026-08-01,tushare
603182.SH,603182,嘉华股份,801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,20220826,2026-08-01,tushare
002852.SZ,002852,道道全,801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,20170224,2026-08-01,tushare
000505.SZ,000505,京粮控股,801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,20180713,2026-08-01,tushare
300999.SZ,300999,金龙鱼,801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,20200921,2026-08-01,tushare
603231.SH,603231,索宝蛋白,801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,20231201,2026-08-01,tushare
000019.SZ,000019,深粮控股,801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,20210730,2026-08-01,tushare
600191.SH,600191,华资实业,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,19981210,2026-08-01,tushare
000930.SZ,000930,中粮科技,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20110110,2026-08-01,tushare
002286.SZ,002286,保龄宝,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20090812,2026-08-01,tushare
300138.SZ,300138,晨光生物,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20101025,2026-08-01,tushare
300268.SZ,300268,佳沃食品,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20111010,2026-08-01,tushare
001338.SZ,001338,永顺泰,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20221028,2026-08-01,tushare
600737.SH,600737,中粮糖业,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20170629,2026-08-01,tushare
003030.SZ,003030,祖名股份,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20210730,2026-08-01,tushare
920273.BJ,920273.BJ,一致魔芋,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20241112,2026-08-01,tushare
002481.SZ,002481,双塔食品,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20210730,2026-08-01,tushare
000911.SZ,000911,*ST广糖,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,19990104,2026-08-01,tushare
920371.BJ,920371.BJ,欧福蛋业,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20220109,2026-08-01,tushare
002604.SZ,002604,龙力退(退市),801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20110720,2026-08-01,tushare
002220.SZ,002220,天宝退(退市),801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20090601,2026-08-01,tushare
002086.SZ,002086,东方海洋,801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,20260701,2026-08-01,tushare
000735.SZ,000735,罗牛山,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,19970611,2026-08-01,tushare
600975.SH,600975,新五丰,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20040608,2026-08-01,tushare
002157.SZ,002157,正邦科技,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20070816,2026-08-01,tushare
002124.SZ,002124,天邦食品,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20070402,2026-08-01,tushare
002714.SZ,002714,牧原股份,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20140122,2026-08-01,tushare
300498.SZ,300498,温氏股份,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20151102,2026-08-01,tushare
001201.SZ,001201,东瑞股份,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20210415,2026-08-01,tushare
603477.SH,603477,巨星农牧,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20220121,2026-08-01,tushare
605296.SH,605296,神农集团,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20210426,2026-08-01,tushare
000048.SZ,000048,京基智农,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20250811,2026-08-01,tushare
603717.SH,603717,天域生物,801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20250811,2026-08-01,tushare
002477.SZ,002477,雏鹰退(退市),801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,20111010,2026-08-01,tushare
002234.SZ,002234,民和股份,801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,20080424,2026-08-01,tushare
002299.SZ,002299,圣农发展,801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,20090922,2026-08-01,tushare
002458.SZ,002458,益生股份,801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,20100729,2026-08-01,tushare
002746.SZ,002746,仙坛股份,801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,20150115,2026-08-01,tushare
002982.SZ,002982,湘佳股份,801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,20200408,2026-08-01,tushare
300761.SZ,300761,立华股份,801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,20190218,2026-08-01,tushare
300967.SZ,300967,晓鸣股份,801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,20210329,2026-08-01,tushare
301116.SZ,301116,益客食品,801010.SI,农林牧渔,801017.SI,养殖业,850173.SI,肉鸡养殖,20211231,2026-08-01,tushare
600965.SH,600965,*ST福成,801010.SI,农林牧渔,801017.SI,养殖业,850174.SI,其他养殖,20040712,2026-08-01,tushare
002321.SZ,002321,华英农业,801010.SI,农林牧渔,801017.SI,养殖业,850174.SI,其他养殖,20091130,2026-08-01,tushare
300313.SZ,300313,天山生物,801010.SI,农林牧渔,801017.SI,养殖业,850174.SI,其他养殖,20120117,2026-08-01,tushare
002505.SZ,002505,鹏都农牧(退市),801010.SI,农林牧渔,801017.SI,养殖业,850174.SI,其他养殖,20210730,2026-08-01,tushare
600201.SH,600201,生物股份,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,19980115,2026-08-01,tushare
600195.SH,600195,中牧股份,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,19990107,2026-08-01,tushare
300119.SZ,300119,瑞普生物,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20100906,2026-08-01,tushare
002688.SZ,002688,金河生物,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20120105,2026-08-01,tushare
002868.SZ,002868,绿康生化,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20170419,2026-08-01,tushare
688098.SH,688098,申联生物,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20191011,2026-08-01,tushare
300871.SZ,300871,回盛生物,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20200807,2026-08-01,tushare
688526.SH,688526,科前生物,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20200909,2026-08-01,tushare
920275.BJ,920275.BJ,驱动力,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20210125,2026-08-01,tushare
920729.BJ,920729.BJ,永顺生物,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20200727,2026-08-01,tushare
603566.SH,603566,普莱柯,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20150126,2026-08-01,tushare
920970.BJ,920970.BJ,大禹生物,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20220513,2026-08-01,tushare
002141.SZ,002141,贤丰控股,801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20240730,2026-08-01,tushare
300186.SZ,300186,大华农(退市),801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,20110225,2026-08-01,tushare
300021.SZ,300021,大禹节水,801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,20090112,2026-08-01,tushare
920964.BJ,920964.BJ,润农节水,801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,20200727,2026-08-01,tushare
002556.SZ,002556,辉隆股份,801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,20210730,2026-08-01,tushare
000769.SZ,000769,*ST大菲(退市),801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,19970530,2026-08-01,tushare
000508.SZ,000508,琼民源A(退市),801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,19930430,2026-08-01,tushare
600672.SH,600672,*ST华圣(退市),801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,19930917,2026-08-01,tushare
000707.SZ,000707,双环科技,801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,19970415,2026-08-01,tushare
000822.SZ,000822,山东海化,801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,19980703,2026-08-01,tushare
000683.SZ,000683,博源化工,801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,20110110,2026-08-01,tushare
601065.SH,601065,江盐集团,801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,20230327,2026-08-01,tushare
600409.SH,600409,三友化工,801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,20220729,2026-08-01,tushare
600618.SH,600618,氯碱化工,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,19921113,2026-08-01,tushare
000510.SZ,000510,新金路,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,19930507,2026-08-01,tushare
002092.SZ,002092,中泰化学,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20061207,2026-08-01,tushare
000635.SZ,000635,英力特,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20070702,2026-08-01,tushare
600075.SH,600075,新疆天业,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20080102,2026-08-01,tushare
002386.SZ,002386,天原股份,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20100122,2026-08-01,tushare
601216.SH,601216,君正集团,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20110110,2026-08-01,tushare
000818.SZ,000818,航锦科技,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20170629,2026-08-01,tushare
600319.SH,600319,亚星化学,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20190724,2026-08-01,tushare
601568.SH,601568,北元化工,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20200924,2026-08-01,tushare
601678.SH,601678,滨化股份,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20190724,2026-08-01,tushare
002748.SZ,002748,世龙实业,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20210730,2026-08-01,tushare
603213.SH,603213,镇洋发展,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20211029,2026-08-01,tushare
600935.SH,600935,华塑股份,801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20211112,2026-08-01,tushare
600091.SH,600091,退市明科(退市),801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,19970704,2026-08-01,tushare
600277.SH,600277,ST亿利(退市),801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20170629,2026-08-01,tushare
002002.SZ,002002,ST鸿达(退市),801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,20170629,2026-08-01,tushare
600328.SH,600328,中盐化工,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20001222,2026-08-01,tushare
600367.SH,600367,红星发展,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20010320,2026-08-01,tushare
301256.SZ,301256,华融化学,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20220304,2026-08-01,tushare
603067.SH,603067,振华股份,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20160907,2026-08-01,tushare
003017.SZ,003017,大洋生物,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20201016,2026-08-01,tushare
600714.SH,600714,金瑞矿业,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20090601,2026-08-01,tushare
603299.SH,603299,苏盐井神,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20210730,2026-08-01,tushare
600929.SH,600929,雪天盐业,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20210730,2026-08-01,tushare
603663.SH,603663,三祥新材,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20210730,2026-08-01,tushare
600784.SH,600784,鲁银投资,801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,20250811,2026-08-01,tushare
000515.SZ,000515,攀渝钛业(退市),801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,19930712,2026-08-01,tushare
002648.SZ,002648,卫星化学,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20220729,2026-08-01,tushare
603938.SH,603938,三孚股份,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20220729,2026-08-01,tushare
300927.SZ,300927,江天化学,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20201223,2026-08-01,tushare
920489.BJ,920489.BJ,佳先股份,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20200727,2026-08-01,tushare
000691.SZ,000691,亚太实业,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20220729,2026-08-01,tushare
301118.SZ,301118,恒光股份,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20211105,2026-08-01,tushare
600955.SH,600955,维远股份,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20210827,2026-08-01,tushare
001217.SZ,001217,华尔泰,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20210913,2026-08-01,tushare
301069.SZ,301069,凯盛新材,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20210913,2026-08-01,tushare
300082.SZ,300082,奥克股份,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20210730,2026-08-01,tushare
002109.SZ,002109,ST兴化,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20210730,2026-08-01,tushare
600610.SH,600610,中毅达,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20210730,2026-08-01,tushare
920304.BJ,920304.BJ,迪尔化工,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20230427,2026-08-01,tushare
603113.SH,603113,金能科技,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20240521,2026-08-01,tushare
301190.SZ,301190,善水科技,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20240730,2026-08-01,tushare
600423.SH,600423,*ST柳化,801030.SI,基础化工,801033.SI,化学原料,850324.SI,其他化学原料,20240730,2026-08-01,tushare
002274.SZ,002274,华昌化工,801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,20220729,2026-08-01,tushare
600989.SH,600989,宝丰能源,801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,20210730,2026-08-01,tushare
600746.SH,600746,江苏索普,801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,20210730,2026-08-01,tushare
600623.SH,600623,华谊集团,801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,20210730,2026-08-01,tushare
600722.SH,600722,金牛化工,801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,20220729,2026-08-01,tushare
000990.SZ,000990,诚志股份,801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,20210730,2026-08-01,tushare
600844.SH,600844,金煤科技,801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,20210730,2026-08-01,tushare
000830.SZ,000830,鲁西化工,801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,20210730,2026-08-01,tushare
000545.SZ,000545,金浦钛业,801030.SI,基础化工,801033.SI,化学原料,850326.SI,钛白粉,20210730,2026-08-01,tushare
600727.SH,600727,鲁北化工,801030.SI,基础化工,801033.SI,化学原料,850326.SI,钛白粉,20210730,2026-08-01,tushare
300891.SZ,300891,惠云钛业,801030.SI,基础化工,801033.SI,化学原料,850326.SI,钛白粉,20210730,2026-08-01,tushare
002145.SZ,002145,钛能化学,801030.SI,基础化工,801033.SI,化学原料,850326.SI,钛白粉,20210730,2026-08-01,tushare
002601.SZ,002601,龙佰集团,801030.SI,基础化工,801033.SI,化学原料,850326.SI,钛白粉,20210730,2026-08-01,tushare
002136.SZ,002136,安纳达,801030.SI,基础化工,801033.SI,化学原料,850326.SI,钛白粉,20210730,2026-08-01,tushare
002319.SZ,002319,乐通股份,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20090123,2026-08-01,tushare
000565.SZ,000565,渝三峡A,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20110110,2026-08-01,tushare
603110.SH,603110,东方材料,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20170925,2026-08-01,tushare
300665.SZ,300665,飞鹿股份,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20170605,2026-08-01,tushare
300758.SZ,300758,七彩化学,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20190124,2026-08-01,tushare
688571.SH,688571,杭华股份,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20201125,2026-08-01,tushare
301209.SZ,301209,联合化学,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20220812,2026-08-01,tushare
300522.SZ,300522,世名科技,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20180713,2026-08-01,tushare
688129.SH,688129,东来技术,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20201016,2026-08-01,tushare
301036.SZ,301036,双乐股份,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20210712,2026-08-01,tushare
603823.SH,603823,百合花,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20161212,2026-08-01,tushare
688157.SH,688157,松井股份,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20200525,2026-08-01,tushare
300225.SZ,300225,金力泰,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20110124,2026-08-01,tushare
301683.SZ,301683,慧谷新材,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20260323,2026-08-01,tushare
301037.SZ,301037,保立佳,801030.SI,基础化工,801034.SI,化学制品,850335.SI,涂料油墨,20210730,2026-08-01,tushare
