ts_code,symbol,name,sw_l1_code,sw_l1_name,sw_l2_code,sw_l2_name,sw_l3_code,sw_l3_name,in_date,fetch_date,data_source
300127.SZ,300127,银河磁体,801050.SI,有色金属,801051.SI,金属新材料,850522.SI,磁性材料,20100201,2026-08-01,tushare
301622.SZ,301622,英思特,801050.SI,有色金属,801051.SI,金属新材料,850522.SI,磁性材料,20241115,2026-08-01,tushare
603072.SH,603072,天和磁材,801050.SI,有色金属,801051.SI,金属新材料,850522.SI,磁性材料,20241220,2026-08-01,tushare
600768.SH,600768,宁波富邦,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,19961111,2026-08-01,tushare
600888.SH,600888,新疆众和,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,19960215,2026-08-01,tushare
000612.SZ,000612,焦作万方,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,19960926,2026-08-01,tushare
000807.SZ,000807,云铝股份,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,19980408,2026-08-01,tushare
600219.SH,600219,南山铝业,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,19991223,2026-08-01,tushare
600595.SH,600595,中孚实业,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20020626,2026-08-01,tushare
603271.SH,603271,永杰新材,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20250221,2026-08-01,tushare
002160.SZ,002160,常铝股份,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20070820,2026-08-01,tushare
601600.SH,601600,中国铝业,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20070430,2026-08-01,tushare
002379.SZ,002379,宏桥控股,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20100312,2026-08-01,tushare
002501.SZ,002501,*ST利源,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20101103,2026-08-01,tushare
300057.SZ,300057,万顺新材,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20100108,2026-08-01,tushare
601677.SH,601677,明泰铝业,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20110906,2026-08-01,tushare
002578.SZ,002578,闽发铝业,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20110420,2026-08-01,tushare
002540.SZ,002540,亚太科技,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20110106,2026-08-01,tushare
300337.SZ,300337,银邦股份,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20120710,2026-08-01,tushare
601388.SH,601388,怡球资源,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20120409,2026-08-01,tushare
603115.SH,603115,海星股份,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20190731,2026-08-01,tushare
002996.SZ,002996,顺博合金,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20200814,2026-08-01,tushare
000933.SZ,000933,神火股份,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20180619,2026-08-01,tushare
603876.SH,603876,鼎胜新材,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20180403,2026-08-01,tushare
300328.SZ,300328,宜安科技,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20220729,2026-08-01,tushare
605208.SH,605208,永茂泰,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20210219,2026-08-01,tushare
003038.SZ,003038,鑫铂股份,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20210129,2026-08-01,tushare
601702.SH,601702,华峰铝业,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20200821,2026-08-01,tushare
002988.SZ,002988,豪美新材,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20200506,2026-08-01,tushare
002824.SZ,002824,和胜股份,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20161226,2026-08-01,tushare
603937.SH,603937,丽岛新材,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20210730,2026-08-01,tushare
600615.SH,600615,鑫源智造,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20220729,2026-08-01,tushare
600361.SH,600361,创新新材,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20230704,2026-08-01,tushare
002532.SZ,002532,天山铝业,801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20210730,2026-08-01,tushare
000689.SZ,000689,ST宏业(退市),801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,19961231,2026-08-01,tushare
000405.SZ,000405,ST鑫光(退市),801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,19960620,2026-08-01,tushare
600472.SH,600472,包头铝业(退市),801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20050509,2026-08-01,tushare
600296.SH,600296,S兰铝(退市),801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,20000719,2026-08-01,tushare
600205.SH,600205,S山东铝(退市),801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,19990630,2026-08-01,tushare
000630.SZ,000630,铜陵有色,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,19961120,2026-08-01,tushare
000878.SZ,000878,云南铜业,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,19980602,2026-08-01,tushare
600362.SH,600362,江西铜业,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20020111,2026-08-01,tushare
002171.SZ,002171,楚江新材,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20070920,2026-08-01,tushare
002203.SZ,002203,海亮股份,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20080116,2026-08-01,tushare
002295.SZ,002295,精艺股份,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20090908,2026-08-01,tushare
601609.SH,601609,金田股份,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20200408,2026-08-01,tushare
000737.SZ,000737,北方铜业,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20220729,2026-08-01,tushare
300697.SZ,300697,电工合金,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20170828,2026-08-01,tushare
600490.SH,600490,鹏欣资源,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20111010,2026-08-01,tushare
601168.SH,601168,西部矿业,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20210730,2026-08-01,tushare
601212.SH,601212,白银有色,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20230704,2026-08-01,tushare
600711.SH,600711,盛屯矿业,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20260701,2026-08-01,tushare
601899.SH,601899,紫金矿业,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20210730,2026-08-01,tushare
603527.SH,603527,众源新材,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20170828,2026-08-01,tushare
603993.SH,603993,洛阳钼业,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20241115,2026-08-01,tushare
603979.SH,603979,金诚信,801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,20231013,2026-08-01,tushare
000603.SZ,000603,盛达资源,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,19960823,2026-08-01,tushare
600338.SH,600338,西藏珠峰,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20001227,2026-08-01,tushare
000758.SZ,000758,中色股份,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,19970327,2026-08-01,tushare
000751.SZ,000751,锌业股份,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,19970626,2026-08-01,tushare
000060.SZ,000060,中金岭南,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,19970123,2026-08-01,tushare
600531.SH,600531,豫光金铅,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20020730,2026-08-01,tushare
600497.SH,600497,驰宏锌锗,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20040419,2026-08-01,tushare
600961.SH,600961,株冶集团,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20040826,2026-08-01,tushare
002114.SZ,002114,罗平锌电,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20070214,2026-08-01,tushare
603132.SH,603132,金徽股份,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20220128,2026-08-01,tushare
000426.SZ,000426,兴业银锡,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20120702,2026-08-01,tushare
601020.SH,601020,华钰矿业,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20220729,2026-08-01,tushare
920634.BJ,920634.BJ,新威凌,801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,20221123,2026-08-01,tushare
000506.SZ,000506,招金黄金,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20220729,2026-08-01,tushare
001337.SZ,001337,四川黄金,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20230224,2026-08-01,tushare
600988.SH,600988,赤峰黄金,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20040414,2026-08-01,tushare
600489.SH,600489,中金黄金,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20030812,2026-08-01,tushare
600547.SH,600547,山东黄金,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20030826,2026-08-01,tushare
002155.SZ,002155,湖南黄金,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20070815,2026-08-01,tushare
002237.SZ,002237,恒邦股份,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20080428,2026-08-01,tushare
601069.SH,601069,西部黄金,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20150115,2026-08-01,tushare
000975.SZ,000975,山金国际,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20190724,2026-08-01,tushare
300139.SZ,300139,晓程科技,801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20220729,2026-08-01,tushare
600687.SH,600687,退市刚泰(退市),801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20130701,2026-08-01,tushare
601028.SH,601028,玉龙股份(退市),801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20240730,2026-08-01,tushare
600311.SH,600311,*ST荣华(退市),801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,20140102,2026-08-01,tushare
002716.SZ,002716,湖南白银,801050.SI,有色金属,801053.SI,贵金属,850532.SI,白银,20210730,2026-08-01,tushare
000831.SZ,000831,中国稀土,801050.SI,有色金属,801054.SI,小金属,850541.SI,稀土,19980911,2026-08-01,tushare
600392.SH,600392,盛和资源,801050.SI,有色金属,801054.SI,小金属,850541.SI,稀土,20030529,2026-08-01,tushare
600111.SH,600111,北方稀土,801050.SI,有色金属,801054.SI,小金属,850541.SI,稀土,20080602,2026-08-01,tushare
600259.SH,600259,中稀有色,801050.SI,有色金属,801054.SI,小金属,850541.SI,稀土,20100601,2026-08-01,tushare
001280.SZ,001280,中国铀业,801050.SI,有色金属,801054.SI,小金属,850541.SI,稀土,20251114,2026-08-01,tushare
000657.SZ,000657,中钨高新,801050.SI,有色金属,801054.SI,小金属,850542.SI,钨,19961205,2026-08-01,tushare
600549.SH,600549,厦门钨业,801050.SI,有色金属,801054.SI,小金属,850542.SI,钨,20021107,2026-08-01,tushare
002378.SZ,002378,章源钨业,801050.SI,有色金属,801054.SI,小金属,850542.SI,钨,20100312,2026-08-01,tushare
002842.SZ,002842,翔鹭钨业,801050.SI,有色金属,801054.SI,小金属,850542.SI,钨,20161228,2026-08-01,tushare
920068.BJ,920068.BJ,天工股份,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20250506,2026-08-01,tushare
000960.SZ,000960,锡业股份,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20000221,2026-08-01,tushare
600456.SH,600456,宝钛股份,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20000412,2026-08-01,tushare
002167.SZ,002167,东方锆业,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20070912,2026-08-01,tushare
002428.SZ,002428,云南锗业,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20100601,2026-08-01,tushare
002149.SZ,002149,西部材料,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20190724,2026-08-01,tushare
688750.SH,688750,金天钛业,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20241101,2026-08-01,tushare
301026.SZ,301026,浩通科技,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20210705,2026-08-01,tushare
600459.SH,600459,贵研铂业,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20070702,2026-08-01,tushare
600281.SH,600281,华阳新材,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20210730,2026-08-01,tushare
000962.SZ,000962,东方钽业,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20210730,2026-08-01,tushare
603407.SH,603407,长裕集团,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20260417,2026-08-01,tushare
002738.SZ,002738,中矿资源,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20210730,2026-08-01,tushare
002978.SZ,002978,安宁股份,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20200316,2026-08-01,tushare
002182.SZ,002182,宝武镁业,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20210730,2026-08-01,tushare
600301.SH,600301,华锡有色,801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20240730,2026-08-01,tushare
600432.SH,600432,退市吉恩(退市),801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20030901,2026-08-01,tushare
000693.SZ,000693,华泽退(退市),801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20000428,2026-08-01,tushare
600614.SH,600614,退市鹏起(退市),801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20210730,2026-08-01,tushare
002502.SZ,002502,ST鼎龙(退市),801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,20230704,2026-08-01,tushare
000688.SZ,000688,国城矿业,801050.SI,有色金属,801054.SI,小金属,850545.SI,钼,20260701,2026-08-01,tushare
001257.SZ,001257,盛龙股份,801050.SI,有色金属,801054.SI,小金属,850545.SI,钼,20260323,2026-08-01,tushare
601958.SH,601958,金钼股份,801050.SI,有色金属,801054.SI,小金属,850545.SI,钼,20210730,2026-08-01,tushare
301219.SZ,301219,腾远钴业,801050.SI,有色金属,801056.SI,能源金属,850561.SI,钴,20220304,2026-08-01,tushare
603799.SH,603799,华友钴业,801050.SI,有色金属,801056.SI,能源金属,850561.SI,钴,20210730,2026-08-01,tushare
300618.SZ,300618,寒锐钴业,801050.SI,有色金属,801056.SI,能源金属,850561.SI,钴,20210730,2026-08-01,tushare
605376.SH,605376,博迁新材,801050.SI,有色金属,801056.SI,能源金属,850562.SI,镍,20230704,2026-08-01,tushare
000762.SZ,000762,西藏矿业,801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,19970708,2026-08-01,tushare
002756.SZ,002756,永兴材料,801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,20220729,2026-08-01,tushare
002466.SZ,002466,天齐锂业,801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,20100812,2026-08-01,tushare
002240.SZ,002240,盛新锂能,801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,20080505,2026-08-01,tushare
002460.SZ,002460,赣锋锂业,801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,20100728,2026-08-01,tushare
002192.SZ,002192,融捷股份,801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,20220401,2026-08-01,tushare
603399.SH,603399,永杉锂业,801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,20230704,2026-08-01,tushare
002070.SZ,002070,众和退(退市),801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,20170629,2026-08-01,tushare
600360.SH,600360,华微电子,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20010316,2026-08-01,tushare
688167.SH,688167,炬光科技,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20220513,2026-08-01,tushare
300046.SZ,300046,台基股份,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20110110,2026-08-01,tushare
688048.SH,688048,长光华芯,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20220318,2026-08-01,tushare
688172.SH,688172,燕东微,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20221202,2026-08-01,tushare
688498.SH,688498,源杰科技,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20221202,2026-08-01,tushare
300373.SZ,300373,扬杰科技,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20140108,2026-08-01,tushare
300623.SZ,300623,捷捷微电,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20170224,2026-08-01,tushare
300831.SZ,300831,ST派瑞,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20200416,2026-08-01,tushare
603290.SH,603290,斯达半导,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20200114,2026-08-01,tushare
688689.SH,688689,银河微电,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20210108,2026-08-01,tushare
688261.SH,688261,东微半导,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20220114,2026-08-01,tushare
605111.SH,605111,新洁能,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20200909,2026-08-01,tushare
688711.SH,688711,宏微科技,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20210820,2026-08-01,tushare
600460.SH,600460,士兰微,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20151030,2026-08-01,tushare
600745.SH,600745,*ST闻泰,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20220729,2026-08-01,tushare
688693.SH,688693,锴威特,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20230731,2026-08-01,tushare
688230.SH,688230,芯导科技,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,20211119,2026-08-01,tushare
002119.SZ,002119,康强电子,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20070302,2026-08-01,tushare
002257.SZ,002257,立立电子(IPO终止),801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20080125,2026-08-01,tushare
688234.SH,688234,天岳先进,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20211224,2026-08-01,tushare
688432.SH,688432,有研硅,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20221028,2026-08-01,tushare
300666.SZ,300666,江丰电子,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20190724,2026-08-01,tushare
688661.SH,688661,和林微纳,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20220804,2026-08-01,tushare
002409.SZ,002409,雅克科技,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20200608,2026-08-01,tushare
300706.SZ,300706,阿石创,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20190724,2026-08-01,tushare
688126.SH,688126,沪硅产业,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20200402,2026-08-01,tushare
688233.SH,688233,神工股份,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20200204,2026-08-01,tushare
605358.SH,605358,立昂微,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20200831,2026-08-01,tushare
688401.SH,688401,路维光电,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20220805,2026-08-01,tushare
688720.SH,688720,艾森股份,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20231117,2026-08-01,tushare
688146.SH,688146,中船特气,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20230331,2026-08-01,tushare
920179.BJ,920179.BJ,凯德石英,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20230410,2026-08-01,tushare
003026.SZ,003026,中晶科技,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20201207,2026-08-01,tushare
301678.SZ,301678,新恒汇,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20250530,2026-08-01,tushare
688727.SH,688727,恒坤新材,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20251107,2026-08-01,tushare
920012.BJ,920012.BJ,创达新材,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20260410,2026-08-01,tushare
688535.SH,688535,华海诚科,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20230317,2026-08-01,tushare
688783.SH,688783,西安奕材-U,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20250926,2026-08-01,tushare
600206.SH,600206,有研新材,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20210730,2026-08-01,tushare
688138.SH,688138,清溢光电,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20191111,2026-08-01,tushare
688530.SH,688530,欧莱新材,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20240509,2026-08-01,tushare
301611.SZ,301611,珂玛科技,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20240802,2026-08-01,tushare
688721.SH,688721,龙图光罩,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20240802,2026-08-01,tushare
688584.SH,688584,上海合晶,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20240126,2026-08-01,tushare
688797.SH,688797,臻宝科技,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20260605,2026-08-01,tushare
600641.SH,600641,先导基电,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20260701,2026-08-01,tushare
920189.BJ,920189.BJ,康美特,801080.SI,电子,801081.SI,半导体,850813.SI,半导体材料,20260708,2026-08-01,tushare
688213.SH,688213,思特威-W,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220429,2026-08-01,tushare
002049.SZ,002049,紫光国微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20050530,2026-08-01,tushare
688047.SH,688047,龙芯中科,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220610,2026-08-01,tushare
300077.SZ,300077,国民技术,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20100122,2026-08-01,tushare
688525.SH,688525,佰维存储,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20221223,2026-08-01,tushare
688486.SH,688486,龙迅股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20230213,2026-08-01,tushare
300327.SZ,300327,中颖电子,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20120104,2026-08-01,tushare
688259.SH,688259,创耀科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20211224,2026-08-01,tushare
603986.SH,603986,兆易创新,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20160804,2026-08-01,tushare
300458.SZ,300458,全志科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20150106,2026-08-01,tushare
300672.SZ,300672,国科微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20170628,2026-08-01,tushare
688262.SH,688262,国芯科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20211217,2026-08-01,tushare
300613.SZ,300613,富瀚微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20170208,2026-08-01,tushare
603501.SH,603501,豪威集团,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20170419,2026-08-01,tushare
688099.SH,688099,晶晨股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20190724,2026-08-01,tushare
688123.SH,688123,聚辰股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20191205,2026-08-01,tushare
688018.SH,688018,乐鑫科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20190708,2026-08-01,tushare
688008.SH,688008,澜起科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20190702,2026-08-01,tushare
688256.SH,688256,寒武纪,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20200707,2026-08-01,tushare
688608.SH,688608,恒玄科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20201201,2026-08-01,tushare
688589.SH,688589,力合微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20200706,2026-08-01,tushare
688521.SH,688521,芯原股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20200731,2026-08-01,tushare
688041.SH,688041,海光信息,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220802,2026-08-01,tushare
688416.SH,688416,恒烁股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220812,2026-08-01,tushare
688252.SH,688252,天德钰,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220909,2026-08-01,tushare
688279.SH,688279,峰岹科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220401,2026-08-01,tushare
688385.SH,688385,复旦微电,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20210723,2026-08-01,tushare
603893.SH,603893,瑞芯微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20200114,2026-08-01,tushare
688595.SH,688595,芯海科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220729,2026-08-01,tushare
688766.SH,688766,普冉股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20210813,2026-08-01,tushare
688110.SH,688110,东芯股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20211126,2026-08-01,tushare
688795.SH,688795,摩尔线程-U,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20251114,2026-08-01,tushare
688802.SH,688802,沐曦股份-U,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20251201,2026-08-01,tushare
688807.SH,688807,优迅股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20251201,2026-08-01,tushare
301308.SZ,301308,江波龙,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220725,2026-08-01,tushare
688380.SH,688380,中微半导,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220725,2026-08-01,tushare
688107.SH,688107,安路科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20211029,2026-08-01,tushare
688728.SH,688728,格科微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20210813,2026-08-01,tushare
688593.SH,688593,新相微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20230512,2026-08-01,tushare
688620.SH,688620,安凯微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20230609,2026-08-01,tushare
002213.SZ,002213,大为股份,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20230704,2026-08-01,tushare
688449.SH,688449,联芸科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20241108,2026-08-01,tushare
688049.SH,688049,炬芯科技,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20211112,2026-08-01,tushare
300223.SZ,300223,北京君正,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20110124,2026-08-01,tushare
301666.SZ,301666,大普微-UW,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20260403,2026-08-01,tushare
688332.SH,688332,中科蓝讯,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20220701,2026-08-01,tushare
688591.SH,688591,泰凌微,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,20230821,2026-08-01,tushare
