scenario,factor,h,regime,ic_lo,ic_hi,dIC,dt,n_hi,n_lo,dIC_h1,dIC_h2,stable,dt_adj_sqrtN,pass_bonf_z
illiq,amihud20,10,max_board_height,0.0328,0.0626,0.0297,1.43,156,152,0.0078,0.0387,True,0.183,False
illiq,amihud20,10,lu_premium_1d,0.0381,0.0686,0.0305,1.44,165,162,0.0328,0.0209,True,0.184,False
illiq,vp_div,1,limit_up_count,-0.0178,0.0104,0.0282,2.06,166,158,0.0345,0.0219,True,0.263,False
illiq,vp_div,1,limit_up_count_ma5,-0.0162,0.003,0.0192,1.42,167,165,0.0335,0.0034,True,0.181,False
illiq,vp_div,1,blow_rate,0.0079,-0.0051,-0.013,-1.03,166,167,-0.021,-0.0061,True,-0.131,False
illiq,vp_div,1,max_board_height,0.006,0.0044,-0.0017,-0.12,158,152,0.0164,-0.0189,False,-0.015,False
illiq,vp_div,1,lu_premium_1d,-0.008,-0.0037,0.0043,0.32,167,167,0.0161,-0.0084,False,0.041,False
illiq,vp_div,3,limit_up_count,-0.0065,0.012,0.0184,1.32,165,157,0.0142,0.0237,True,0.168,False
illiq,vp_div,3,limit_up_count_ma5,-0.0081,0.0027,0.0108,0.81,167,165,0.0173,0.0027,True,0.103,False
illiq,vp_div,3,blow_rate,0.0141,0.0057,-0.0084,-0.66,165,166,-0.005,-0.0085,True,-0.084,False
illiq,vp_div,3,max_board_height,0.0064,0.0157,0.0094,0.67,158,152,0.0163,0.006,True,0.086,False
illiq,vp_div,3,lu_premium_1d,0.0014,0.0088,0.0074,0.55,166,166,0.0158,0.001,True,0.07,False
illiq,vp_div,5,limit_up_count,-0.0053,0.015,0.0203,1.46,165,156,0.0143,0.0286,True,0.186,False
illiq,vp_div,5,limit_up_count_ma5,-0.0031,0.0097,0.0128,0.95,165,165,0.0052,0.0207,True,0.121,False
illiq,vp_div,5,blow_rate,0.0096,0.012,0.0024,0.18,163,166,0.0017,0.007,True,0.023,False
illiq,vp_div,5,max_board_height,-0.0042,0.0183,0.0225,1.59,158,152,0.023,0.0211,True,0.203,False
illiq,vp_div,5,lu_premium_1d,0.017,0.0125,-0.0045,-0.33,166,164,-0.0015,-0.0052,True,-0.042,False
illiq,vp_div,10,limit_up_count,-0.0123,-0.0013,0.0109,0.8,161,156,-0.0059,0.0309,False,0.102,False
illiq,vp_div,10,limit_up_count_ma5,-0.0145,-0.0028,0.0118,0.9,163,165,-0.0125,0.0381,False,0.115,False
illiq,vp_div,10,blow_rate,-0.0002,-0.0018,-0.0016,-0.12,162,163,0.0112,-0.0109,False,-0.015,False
illiq,vp_div,10,max_board_height,-0.0098,0.0107,0.0205,1.51,156,152,0.0065,0.0312,True,0.193,False
illiq,vp_div,10,lu_premium_1d,0.0122,-0.0065,-0.0187,-1.38,165,162,-0.0291,-0.0076,True,-0.176,False
illiq,gap,1,limit_up_count,0.0028,0.0128,0.01,0.83,166,158,-0.0137,0.0386,False,0.106,False
illiq,gap,1,limit_up_count_ma5,0.006,0.0118,0.0058,0.49,167,165,-0.0022,0.0138,False,0.063,False
illiq,gap,1,blow_rate,0.0171,0.0123,-0.0048,-0.38,166,167,-0.0071,-0.0011,True,-0.048,False
illiq,gap,1,max_board_height,0.018,0.0056,-0.0125,-0.99,158,152,-0.0273,0.0036,False,-0.126,False
illiq,gap,1,lu_premium_1d,0.0039,0.0164,0.0125,1.05,167,167,0.011,0.0157,True,0.134,False
illiq,gap,3,limit_up_count,-0.0025,0.0174,0.0199,1.71,165,157,-0.002,0.0443,False,0.218,False
illiq,gap,3,limit_up_count_ma5,0.0011,0.0116,0.0105,0.89,167,165,0.0055,0.0148,True,0.114,False
illiq,gap,3,blow_rate,0.0145,0.0129,-0.0016,-0.13,165,166,0.0004,0.002,True,-0.017,False
illiq,gap,3,max_board_height,0.0095,0.0128,0.0033,0.27,158,152,-0.0092,0.0221,False,0.034,False
illiq,gap,3,lu_premium_1d,-0.0011,0.0199,0.021,1.88,166,166,0.0278,0.0161,True,0.24,False
illiq,gap,5,limit_up_count,0.0025,0.0068,0.0043,0.38,165,156,-0.0293,0.0405,False,0.048,False
illiq,gap,5,limit_up_count_ma5,0.0064,0.0034,-0.003,-0.26,165,165,-0.0208,0.0157,False,-0.033,False
illiq,gap,5,blow_rate,0.0128,0.006,-0.0067,-0.57,163,166,-0.0031,-0.0022,True,-0.073,False
illiq,gap,5,max_board_height,0.0102,0.0084,-0.0018,-0.16,158,152,0.0051,0.0026,True,-0.02,False
illiq,gap,5,lu_premium_1d,0.0068,0.0116,0.0048,0.42,166,164,0.0174,-0.0046,False,0.054,False
illiq,gap,10,limit_up_count,0.0073,0.014,0.0067,0.58,161,156,-0.0155,0.0308,False,0.074,False
illiq,gap,10,limit_up_count_ma5,0.0101,0.0029,-0.0072,-0.65,163,165,-0.0178,0.004,False,-0.083,False
illiq,gap,10,blow_rate,0.0119,0.0062,-0.0058,-0.51,162,163,-0.0055,-0.0007,True,-0.065,False
illiq,gap,10,max_board_height,0.014,0.0168,0.0028,0.24,156,152,0.0082,0.0073,True,0.031,False
illiq,gap,10,lu_premium_1d,0.0166,0.0118,-0.0048,-0.43,165,162,0.0086,-0.0162,False,-0.055,False
illiq,c2l5,1,limit_up_count,-0.0273,-0.0536,-0.0263,-1.25,166,158,-0.0283,-0.0246,True,-0.16,False
illiq,c2l5,1,limit_up_count_ma5,-0.0252,-0.0597,-0.0345,-1.69,167,165,-0.0439,-0.0251,True,-0.216,False
illiq,c2l5,1,blow_rate,-0.0348,-0.0423,-0.0075,-0.37,166,167,0.0166,-0.0208,False,-0.047,False
illiq,c2l5,1,max_board_height,-0.0348,-0.047,-0.0123,-0.55,158,152,-0.0286,0.0031,False,-0.07,False
illiq,c2l5,1,lu_premium_1d,-0.0414,-0.0436,-0.0022,-0.1,167,167,-0.0431,0.0379,False,-0.013,False
illiq,c2l5,3,limit_up_count,-0.0286,-0.0432,-0.0146,-0.7,165,157,-0.0215,-0.0082,True,-0.089,False
illiq,c2l5,3,limit_up_count_ma5,0.0008,-0.066,-0.0668,-3.34,167,165,-0.0863,-0.0487,True,-0.426,False
illiq,c2l5,3,blow_rate,-0.0106,-0.035,-0.0243,-1.22,165,166,-0.0279,-0.0109,True,-0.156,False
illiq,c2l5,3,max_board_height,-0.0526,-0.0178,0.0348,1.66,158,152,0.0082,0.0623,True,0.212,False
illiq,c2l5,3,lu_premium_1d,-0.0464,-0.0262,0.0202,0.99,166,166,0.0112,0.029,True,0.126,False
illiq,c2l5,5,limit_up_count,-0.0171,-0.0442,-0.0271,-1.31,165,156,-0.0339,-0.0211,True,-0.167,False
illiq,c2l5,5,limit_up_count_ma5,-0.0064,-0.0533,-0.0469,-2.29,165,165,-0.0809,-0.0111,True,-0.292,False
illiq,c2l5,5,blow_rate,-0.0056,-0.0374,-0.0318,-1.57,163,166,-0.0267,-0.0254,True,-0.2,False
illiq,c2l5,5,max_board_height,-0.0417,-0.023,0.0187,0.9,158,152,-0.0195,0.0521,False,0.115,False
illiq,c2l5,5,lu_premium_1d,-0.0294,-0.0234,0.0059,0.29,166,164,-0.0047,0.0191,False,0.037,False
illiq,c2l5,10,limit_up_count,-0.0062,-0.0182,-0.012,-0.55,161,156,-0.0136,-0.0088,True,-0.07,False
illiq,c2l5,10,limit_up_count_ma5,0.0005,-0.0363,-0.0367,-1.8,163,165,-0.0472,-0.0239,True,-0.23,False
illiq,c2l5,10,blow_rate,0.0184,-0.0348,-0.0532,-2.55,162,163,-0.0222,-0.0861,True,-0.325,False
illiq,c2l5,10,max_board_height,-0.0148,-0.004,0.0108,0.52,156,152,-0.003,0.0141,False,0.066,False
illiq,c2l5,10,lu_premium_1d,-0.0242,-0.0052,0.019,0.93,165,162,0.0394,-0.0033,False,0.119,False
illiq,winner_ratio,1,limit_up_count,-0.0405,-0.031,0.0096,0.64,166,158,-0.005,0.0299,False,0.082,False
illiq,winner_ratio,1,limit_up_count_ma5,-0.0239,-0.0358,-0.0119,-0.77,167,165,-0.0154,-0.0071,True,-0.098,False
illiq,winner_ratio,1,blow_rate,-0.0146,-0.0278,-0.0132,-0.9,166,167,0.0049,-0.0317,False,-0.115,False
illiq,winner_ratio,1,max_board_height,-0.0148,-0.0369,-0.0221,-1.46,158,152,-0.0284,-0.0229,True,-0.186,False
illiq,winner_ratio,1,lu_premium_1d,-0.0321,-0.0191,0.013,0.86,167,167,0.0055,0.0178,True,0.11,False
illiq,winner_ratio,3,limit_up_count,-0.0289,-0.0315,-0.0027,-0.18,165,157,-0.0233,0.0238,False,-0.023,False
illiq,winner_ratio,3,limit_up_count_ma5,-0.0102,-0.0428,-0.0327,-2.21,167,165,-0.0491,-0.0128,True,-0.282,False
illiq,winner_ratio,3,blow_rate,0.0047,-0.0264,-0.0311,-2.21,165,166,-0.0319,-0.0307,True,-0.282,False
illiq,winner_ratio,3,max_board_height,-0.0293,-0.024,0.0053,0.35,158,152,-0.0034,0.0119,False,0.045,False
illiq,winner_ratio,3,lu_premium_1d,-0.0261,-0.0182,0.0079,0.55,166,166,-0.0037,0.0194,False,0.07,False
illiq,winner_ratio,5,limit_up_count,-0.0288,-0.0391,-0.0103,-0.69,165,156,-0.0462,0.0344,False,-0.088,False
illiq,winner_ratio,5,limit_up_count_ma5,-0.0178,-0.0378,-0.0201,-1.32,165,165,-0.0544,0.0201,False,-0.168,False
illiq,winner_ratio,5,blow_rate,-0.011,-0.0196,-0.0086,-0.59,163,166,0.0006,-0.0196,False,-0.075,False
illiq,winner_ratio,5,max_board_height,-0.0221,-0.0296,-0.0076,-0.49,158,152,-0.0432,0.0153,False,-0.063,False
illiq,winner_ratio,5,lu_premium_1d,-0.0166,-0.0267,-0.0101,-0.71,166,164,-0.0342,0.0149,False,-0.091,False
illiq,winner_ratio,10,limit_up_count,-0.0224,-0.0318,-0.0093,-0.61,161,156,-0.0319,0.0229,False,-0.078,False
illiq,winner_ratio,10,limit_up_count_ma5,-0.0136,-0.0351,-0.0215,-1.43,163,165,-0.0354,-0.0024,True,-0.183,False
illiq,winner_ratio,10,blow_rate,-0.002,-0.0195,-0.0175,-1.24,162,163,0.0051,-0.053,False,-0.158,False
illiq,winner_ratio,10,max_board_height,-0.0151,-0.0161,-0.001,-0.06,156,152,-0.0226,0.0056,False,-0.008,False
illiq,winner_ratio,10,lu_premium_1d,-0.0126,-0.027,-0.0144,-1.0,165,162,-0.0248,-0.006,True,-0.128,False
illiq,cost_bias,1,limit_up_count,-0.0225,-0.0224,0.0001,0.01,166,158,-0.0079,0.0112,False,0.001,False
illiq,cost_bias,1,limit_up_count_ma5,-0.0066,-0.0237,-0.0171,-1.43,167,165,-0.0192,-0.0139,True,-0.183,False
illiq,cost_bias,1,blow_rate,-0.0116,-0.0166,-0.005,-0.42,166,167,-0.0286,0.0125,False,-0.054,False
illiq,cost_bias,1,max_board_height,-0.0125,-0.0211,-0.0086,-0.71,158,152,-0.0038,-0.0212,True,-0.091,False
illiq,cost_bias,1,lu_premium_1d,-0.0121,-0.016,-0.0039,-0.33,167,167,0.0148,-0.024,False,-0.042,False
illiq,cost_bias,3,limit_up_count,-0.0236,-0.0396,-0.016,-1.34,165,157,-0.0193,-0.0094,True,-0.171,False
illiq,cost_bias,3,limit_up_count_ma5,-0.0098,-0.0369,-0.0272,-2.27,167,165,-0.0383,-0.0129,True,-0.29,False
illiq,cost_bias,3,blow_rate,-0.0281,-0.0311,-0.003,-0.26,165,166,-0.0163,0.0055,False,-0.033,False
illiq,cost_bias,3,max_board_height,-0.0208,-0.0312,-0.0103,-0.87,158,152,0.0128,-0.038,False,-0.111,False
illiq,cost_bias,3,lu_premium_1d,-0.0165,-0.0364,-0.0199,-1.8,166,166,-0.0165,-0.025,True,-0.23,False
illiq,cost_bias,5,limit_up_count,-0.0274,-0.0517,-0.0243,-2.2,165,156,-0.0367,-0.0042,True,-0.281,False
illiq,cost_bias,5,limit_up_count_ma5,-0.0196,-0.0495,-0.0299,-2.64,165,165,-0.0394,-0.0176,True,-0.337,False
illiq,cost_bias,5,blow_rate,-0.0498,-0.0378,0.012,1.12,163,166,0.0166,0.0017,True,0.143,False
illiq,cost_bias,5,max_board_height,-0.0294,-0.0435,-0.0141,-1.27,158,152,-0.0069,-0.0304,True,-0.162,False
illiq,cost_bias,5,lu_premium_1d,-0.0276,-0.047,-0.0194,-1.8,166,164,-0.0331,-0.0098,True,-0.23,False
illiq,cost_bias,10,limit_up_count,-0.0385,-0.0732,-0.0347,-3.11,161,156,-0.0343,-0.0282,True,-0.397,False
illiq,cost_bias,10,limit_up_count_ma5,-0.0338,-0.0739,-0.0401,-3.59,163,165,-0.0334,-0.0454,True,-0.458,True
illiq,cost_bias,10,blow_rate,-0.0649,-0.0496,0.0153,1.38,162,163,0.0192,-0.0009,False,0.176,False
illiq,cost_bias,10,max_board_height,-0.0446,-0.0607,-0.016,-1.49,156,152,-0.0093,-0.0398,True,-0.19,False
illiq,cost_bias,10,lu_premium_1d,-0.0492,-0.056,-0.0068,-0.63,165,162,-0.0124,-0.0074,True,-0.08,False
illiq,up_days,1,limit_up_count,-0.0493,-0.0247,0.0246,1.6,166,157,0.0221,0.0313,True,0.204,False
illiq,up_days,1,limit_up_count_ma5,-0.0382,-0.0323,0.0059,0.38,166,165,0.0134,-0.0002,False,0.048,False
illiq,up_days,1,blow_rate,-0.0127,-0.04,-0.0273,-1.97,165,167,-0.0211,-0.045,True,-0.251,False
illiq,up_days,1,max_board_height,-0.0299,-0.0405,-0.0106,-0.67,157,152,-0.0229,-0.0088,True,-0.086,False
illiq,up_days,1,lu_premium_1d,-0.0471,-0.0224,0.0248,1.66,166,167,0.0176,0.0287,True,0.212,False
illiq,up_days,3,limit_up_count,-0.0394,-0.0234,0.016,1.08,165,156,0.0262,0.0042,True,0.138,False
illiq,up_days,3,limit_up_count_ma5,-0.0294,-0.0302,-0.0008,-0.06,166,165,0.0142,-0.017,False,-0.008,False
illiq,up_days,3,blow_rate,-0.0089,-0.0289,-0.02,-1.48,164,166,-0.0204,-0.0235,True,-0.189,False
illiq,up_days,3,max_board_height,-0.0199,-0.0269,-0.007,-0.45,157,152,-0.0046,-0.0114,True,-0.057,False
illiq,up_days,3,lu_premium_1d,-0.028,-0.0287,-0.0008,-0.05,165,166,-0.0135,0.0143,False,-0.006,False
illiq,up_days,5,limit_up_count,-0.0477,-0.0294,0.0183,1.23,165,155,0.0106,0.0273,True,0.157,False
illiq,up_days,5,limit_up_count_ma5,-0.0284,-0.0326,-0.0042,-0.29,164,165,0.0,-0.0092,False,-0.037,False
illiq,up_days,5,blow_rate,-0.0166,-0.0274,-0.0108,-0.78,162,166,-0.01,-0.014,True,-0.1,False
illiq,up_days,5,max_board_height,-0.0281,-0.034,-0.0059,-0.39,157,152,0.0038,-0.0189,False,-0.05,False
illiq,up_days,5,lu_premium_1d,-0.0197,-0.0375,-0.0178,-1.29,165,164,-0.0264,-0.0082,True,-0.165,False
illiq,up_days,10,limit_up_count,-0.035,-0.0295,0.0055,0.37,161,155,0.0055,0.0016,True,0.047,False
illiq,up_days,10,limit_up_count_ma5,-0.0214,-0.0402,-0.0189,-1.32,162,165,-0.0135,-0.027,True,-0.168,False
illiq,up_days,10,blow_rate,-0.0153,-0.0283,-0.013,-0.95,161,163,-0.0018,-0.0224,True,-0.121,False
illiq,up_days,10,max_board_height,-0.0266,-0.0373,-0.0107,-0.73,155,152,-0.0105,-0.0082,True,-0.093,False
illiq,up_days,10,lu_premium_1d,-0.0236,-0.0484,-0.0248,-1.82,164,162,-0.0288,-0.0185,True,-0.232,False
bigup,mom5,1,limit_up_count,0.0194,-0.0315,-0.0509,-1.79,165,140,-0.0659,-0.0345,True,-0.228,False
bigup,mom5,1,limit_up_count_ma5,0.002,-0.041,-0.0431,-1.56,167,142,-0.0788,-0.0064,True,-0.199,False
bigup,mom5,1,blow_rate,-0.0121,-0.0159,-0.0039,-0.15,155,164,-0.0182,0.0119,False,-0.019,False
bigup,mom5,1,max_board_height,0.0177,-0.0237,-0.0414,-1.54,151,140,-0.1074,0.0006,False,-0.197,False
bigup,mom5,1,lu_premium_1d,-0.0064,-0.0394,-0.0329,-1.24,153,156,-0.0373,-0.0307,True,-0.158,False
bigup,mom5,3,limit_up_count,-0.0029,-0.0531,-0.0501,-1.76,164,139,-0.0847,-0.0166,True,-0.225,False
bigup,mom5,3,limit_up_count_ma5,-0.0588,-0.0728,-0.0139,-0.49,167,142,-0.0856,0.0597,False,-0.063,False
bigup,mom5,3,blow_rate,-0.031,-0.0702,-0.0392,-1.46,154,163,-0.0448,-0.0264,True,-0.186,False
bigup,mom5,3,max_board_height,-0.0204,-0.047,-0.0265,-0.96,151,140,-0.067,0.0051,False,-0.123,False
bigup,mom5,3,lu_premium_1d,-0.0243,-0.0745,-0.0502,-1.77,152,155,-0.0137,-0.0811,True,-0.226,False
bigup,mom5,5,limit_up_count,-0.0417,-0.0441,-0.0024,-0.09,164,138,-0.0561,0.0567,False,-0.011,False
bigup,mom5,5,limit_up_count_ma5,-0.0658,-0.0566,0.0091,0.33,165,142,-0.0721,0.0935,False,0.042,False
bigup,mom5,5,blow_rate,-0.0288,-0.0746,-0.0459,-1.76,152,163,-0.0428,-0.0491,True,-0.225,False
bigup,mom5,5,max_board_height,-0.0322,-0.0607,-0.0285,-1.04,151,140,-0.0761,0.0075,False,-0.133,False
bigup,mom5,5,lu_premium_1d,-0.0257,-0.0657,-0.04,-1.52,152,153,-0.0032,-0.0731,True,-0.194,False
bigup,mom5,10,limit_up_count,-0.0519,-0.0756,-0.0237,-0.91,160,138,-0.0454,-0.0088,True,-0.116,False
bigup,mom5,10,limit_up_count_ma5,-0.0493,-0.0787,-0.0293,-1.16,163,142,-0.0636,0.0047,False,-0.148,False
bigup,mom5,10,blow_rate,-0.0479,-0.0779,-0.03,-1.24,151,160,-0.0053,-0.0375,True,-0.158,False
bigup,mom5,10,max_board_height,-0.0284,-0.0889,-0.0605,-2.56,149,140,-0.0473,-0.0541,True,-0.327,False
bigup,mom5,10,lu_premium_1d,-0.0469,-0.0716,-0.0247,-0.99,151,151,0.0121,-0.0492,False,-0.126,False
bigup,mom10,1,limit_up_count,-0.0295,-0.0278,0.0017,0.06,165,140,-0.0199,0.024,False,0.008,False
bigup,mom10,1,limit_up_count_ma5,-0.0272,-0.0246,0.0026,0.09,167,142,-0.0228,0.0273,False,0.011,False
bigup,mom10,1,blow_rate,-0.0119,-0.0243,-0.0124,-0.47,155,164,-0.0193,0.0021,False,-0.06,False
bigup,mom10,1,max_board_height,-0.0026,-0.0575,-0.0549,-2.0,151,140,-0.0809,-0.036,True,-0.255,False
bigup,mom10,1,lu_premium_1d,-0.0074,-0.05,-0.0426,-1.54,153,156,-0.0628,-0.0242,True,-0.197,False
bigup,mom10,3,limit_up_count,-0.0563,-0.0633,-0.007,-0.24,164,139,-0.015,-0.0085,True,-0.031,False
bigup,mom10,3,limit_up_count_ma5,-0.0713,-0.0732,-0.0019,-0.06,167,142,-0.019,0.0121,False,-0.008,False
bigup,mom10,3,blow_rate,-0.0318,-0.0895,-0.0577,-2.17,154,163,-0.0807,-0.0239,True,-0.277,False
bigup,mom10,3,max_board_height,-0.0351,-0.0859,-0.0508,-1.81,151,140,-0.0511,-0.0428,True,-0.231,False
bigup,mom10,3,lu_premium_1d,-0.0409,-0.0992,-0.0583,-2.05,152,155,-0.0463,-0.0655,True,-0.262,False
bigup,mom10,5,limit_up_count,-0.0835,-0.0685,0.015,0.52,164,138,0.0093,0.0139,True,0.066,False
bigup,mom10,5,limit_up_count_ma5,-0.0793,-0.0708,0.0085,0.29,165,142,0.0117,0.0018,True,0.037,False
bigup,mom10,5,blow_rate,-0.0537,-0.0765,-0.0228,-0.84,152,163,-0.0505,0.0163,False,-0.107,False
bigup,mom10,5,max_board_height,-0.0331,-0.1074,-0.0743,-2.72,151,140,-0.0824,-0.069,True,-0.347,False
bigup,mom10,5,lu_premium_1d,-0.0465,-0.0996,-0.0532,-2.0,152,153,-0.0392,-0.0629,True,-0.255,False
bigup,mom10,10,limit_up_count,-0.0979,-0.0995,-0.0016,-0.06,160,138,0.005,-0.0217,False,-0.008,False
bigup,mom10,10,limit_up_count_ma5,-0.0758,-0.0978,-0.022,-0.82,163,142,0.002,-0.051,False,-0.105,False
bigup,mom10,10,blow_rate,-0.0517,-0.0973,-0.0456,-1.79,151,160,-0.0412,-0.0279,True,-0.228,False
bigup,mom10,10,max_board_height,-0.039,-0.137,-0.098,-3.88,149,140,-0.0637,-0.1111,True,-0.495,True
bigup,mom10,10,lu_premium_1d,-0.0777,-0.0884,-0.0107,-0.42,151,151,0.0066,-0.0182,False,-0.054,False
bigup,mom20,1,limit_up_count,0.0036,-0.0434,-0.047,-1.59,165,140,-0.0756,-0.0152,True,-0.203,False
bigup,mom20,1,limit_up_count_ma5,0.0095,-0.0367,-0.0462,-1.58,167,142,-0.0582,-0.0326,True,-0.202,False
bigup,mom20,1,blow_rate,-0.01,-0.0237,-0.0137,-0.5,155,164,0.0019,-0.0275,False,-0.064,False
bigup,mom20,1,max_board_height,0.0179,-0.0487,-0.0666,-2.28,151,140,-0.0811,-0.0658,True,-0.291,False
bigup,mom20,1,lu_premium_1d,-0.0208,-0.0374,-0.0166,-0.57,153,156,-0.0556,0.0155,False,-0.073,False
bigup,mom20,3,limit_up_count,-0.0566,-0.0649,-0.0082,-0.26,164,139,-0.0218,0.0011,False,-0.033,False
bigup,mom20,3,limit_up_count_ma5,-0.0644,-0.0832,-0.0188,-0.63,167,142,-0.0203,-0.0191,True,-0.08,False
bigup,mom20,3,blow_rate,-0.0323,-0.0931,-0.0608,-2.11,154,163,-0.0528,-0.0608,True,-0.269,False
bigup,mom20,3,max_board_height,-0.0345,-0.0904,-0.0559,-1.89,151,140,-0.0639,-0.0542,True,-0.241,False
bigup,mom20,3,lu_premium_1d,-0.0764,-0.0774,-0.0009,-0.03,152,155,0.0001,0.0026,True,-0.004,False
bigup,mom20,5,limit_up_count,-0.0889,-0.078,0.0109,0.35,164,138,0.0163,-0.0018,False,0.045,False
bigup,mom20,5,limit_up_count_ma5,-0.0707,-0.0856,-0.0149,-0.5,165,142,0.0179,-0.0524,False,-0.064,False
bigup,mom20,5,blow_rate,-0.0476,-0.0887,-0.0411,-1.41,152,163,-0.0252,-0.0475,True,-0.18,False
bigup,mom20,5,max_board_height,-0.0444,-0.0901,-0.0457,-1.56,151,140,-0.0621,-0.0341,True,-0.199,False
bigup,mom20,5,lu_premium_1d,-0.0773,-0.0689,0.0084,0.29,152,153,-0.0007,0.0222,False,0.037,False
bigup,mom20,10,limit_up_count,-0.0972,-0.0934,0.0038,0.13,160,138,0.0246,-0.0299,False,0.017,False
bigup,mom20,10,limit_up_count_ma5,-0.051,-0.0891,-0.0381,-1.3,163,142,0.0198,-0.1038,False,-0.166,False
bigup,mom20,10,blow_rate,-0.0552,-0.0828,-0.0276,-0.98,151,160,-0.0032,-0.029,True,-0.125,False
bigup,mom20,10,max_board_height,-0.0457,-0.1038,-0.0582,-2.04,149,140,-0.0224,-0.0718,True,-0.26,False
bigup,mom20,10,lu_premium_1d,-0.0935,-0.0558,0.0377,1.32,151,151,0.0347,0.0513,True,0.168,False
bigup,rev5,1,limit_up_count,-0.0194,0.0315,0.0509,1.79,165,140,0.0659,0.0345,True,0.228,False
bigup,rev5,1,limit_up_count_ma5,-0.002,0.041,0.0431,1.56,167,142,0.0788,0.0064,True,0.199,False
bigup,rev5,1,blow_rate,0.0121,0.0159,0.0039,0.15,155,164,0.0182,-0.0119,False,0.019,False
bigup,rev5,1,max_board_height,-0.0177,0.0237,0.0414,1.54,151,140,0.1074,-0.0006,False,0.197,False
bigup,rev5,1,lu_premium_1d,0.0064,0.0394,0.0329,1.24,153,156,0.0373,0.0307,True,0.158,False
bigup,rev5,3,limit_up_count,0.0029,0.0531,0.0501,1.76,164,139,0.0847,0.0166,True,0.225,False
bigup,rev5,3,limit_up_count_ma5,0.0588,0.0728,0.0139,0.49,167,142,0.0856,-0.0597,False,0.063,False
bigup,rev5,3,blow_rate,0.031,0.0702,0.0392,1.46,154,163,0.0448,0.0264,True,0.186,False
bigup,rev5,3,max_board_height,0.0204,0.047,0.0265,0.96,151,140,0.067,-0.0051,False,0.123,False
bigup,rev5,3,lu_premium_1d,0.0243,0.0745,0.0502,1.77,152,155,0.0137,0.0811,True,0.226,False
bigup,rev5,5,limit_up_count,0.0417,0.0441,0.0024,0.09,164,138,0.0561,-0.0567,False,0.011,False
bigup,rev5,5,limit_up_count_ma5,0.0658,0.0566,-0.0091,-0.33,165,142,0.0721,-0.0935,False,-0.042,False
bigup,rev5,5,blow_rate,0.0288,0.0746,0.0459,1.76,152,163,0.0428,0.0491,True,0.225,False
bigup,rev5,5,max_board_height,0.0322,0.0607,0.0285,1.04,151,140,0.0761,-0.0075,False,0.133,False
bigup,rev5,5,lu_premium_1d,0.0257,0.0657,0.04,1.52,152,153,0.0032,0.0731,True,0.194,False
bigup,rev5,10,limit_up_count,0.0519,0.0756,0.0237,0.91,160,138,0.0454,0.0088,True,0.116,False
bigup,rev5,10,limit_up_count_ma5,0.0493,0.0787,0.0293,1.16,163,142,0.0636,-0.0047,False,0.148,False
bigup,rev5,10,blow_rate,0.0479,0.0779,0.03,1.24,151,160,0.0053,0.0375,True,0.158,False
bigup,rev5,10,max_board_height,0.0284,0.0889,0.0605,2.56,149,140,0.0473,0.0541,True,0.327,False
bigup,rev5,10,lu_premium_1d,0.0469,0.0716,0.0247,0.99,151,151,-0.0121,0.0492,False,0.126,False
bigup,std5,1,limit_up_count,0.005,-0.0256,-0.0307,-1.1,165,140,-0.0779,0.0186,False,-0.14,False
bigup,std5,1,limit_up_count_ma5,-0.0125,-0.0359,-0.0235,-0.83,167,142,-0.0714,0.025,False,-0.106,False
bigup,std5,1,blow_rate,-0.0254,-0.0304,-0.005,-0.19,155,164,-0.0046,0.006,False,-0.024,False
bigup,std5,1,max_board_height,-0.012,-0.0229,-0.0109,-0.39,151,140,-0.0226,0.0108,False,-0.05,False
bigup,std5,1,lu_premium_1d,-0.0073,-0.0556,-0.0483,-1.77,153,156,-0.0914,-0.0064,True,-0.226,False
bigup,std5,3,limit_up_count,-0.0404,-0.0341,0.0063,0.23,164,139,-0.0611,0.0792,False,0.029,False
bigup,std5,3,limit_up_count_ma5,-0.024,-0.0608,-0.0368,-1.4,167,142,-0.1239,0.0533,False,-0.179,False
bigup,std5,3,blow_rate,-0.0203,-0.0556,-0.0353,-1.42,154,163,-0.0288,-0.0316,True,-0.181,False
bigup,std5,3,max_board_height,-0.0606,-0.0361,0.0245,0.93,151,140,-0.0133,0.0683,False,0.119,False
bigup,std5,3,lu_premium_1d,-0.033,-0.0525,-0.0195,-0.73,152,155,-0.0549,0.0178,False,-0.093,False
bigup,std5,5,limit_up_count,-0.0324,-0.0354,-0.003,-0.11,164,138,-0.0244,0.0188,False,-0.014,False
bigup,std5,5,limit_up_count_ma5,-0.0215,-0.0436,-0.0221,-0.87,165,142,-0.0821,0.0408,False,-0.111,False
bigup,std5,5,blow_rate,-0.0285,-0.0463,-0.0178,-0.7,152,163,-0.0131,-0.0205,True,-0.089,False
bigup,std5,5,max_board_height,-0.0584,-0.0441,0.0144,0.54,151,140,-0.0132,0.04,False,0.069,False
bigup,std5,5,lu_premium_1d,-0.0364,-0.055,-0.0186,-0.73,152,153,-0.0678,0.0263,False,-0.093,False
bigup,std5,10,limit_up_count,-0.0585,-0.0519,0.0066,0.25,160,138,0.0102,-0.0001,False,0.032,False
bigup,std5,10,limit_up_count_ma5,-0.0544,-0.0648,-0.0104,-0.41,163,142,-0.0157,-0.0049,True,-0.052,False
