date,n_stocks,mkt_ret,limit_up_count,touched_count,max_board_height,blow_count,blow_rate,lu_premium_1d,lu_cont_n,limit_up_count_ma5
2024-09-09,4800,-0.002676148272706194,40,60,5,20,0.3333333333333333,0.018443425440596756,29,37.0
2024-09-10,4800,0.005423200003336268,35,56,4,21,0.375,-0.014584903584089618,40,37.0
2024-09-11,4803,-0.004431368969577925,22,33,4,11,0.3333333333333333,-0.00858091002730959,35,34.4
2024-09-12,4803,-0.0027167785906796514,29,45,5,16,0.35555555555555557,0.03229809260560624,22,31.0
2024-09-13,4803,-0.013233193734126616,33,47,6,14,0.2978723404255319,0.03148781537614437,29,31.8
2024-09-18,4802,-0.0062608182514421904,23,36,4,13,0.3611111111111111,-0.001715504589832227,33,28.4
2024-09-19,4803,0.02230560091221314,51,74,5,23,0.3108108108108108,0.024819161093100985,23,31.6
2024-09-20,4803,-0.003568868893156875,44,59,6,15,0.2542372881355932,0.03517907245862399,51,36.0
2024-09-23,4804,0.0019046895109492926,49,72,7,23,0.3194444444444444,0.033171703851224074,44,40.0
2024-09-24,4807,0.03544707933009531,84,120,8,36,0.3,-0.006550311168401324,49,50.2
2024-09-25,4807,0.011926440756933243,49,113,9,64,0.5663716814159292,0.02725728987381846,84,55.4
2024-09-26,4807,0.0346141330973916,139,168,10,29,0.17261904761904762,0.03565850080817867,49,73.0
2024-09-27,4807,0.049420639460838925,134,218,11,84,0.3853211009174312,0.02475195966383198,139,91.0
2024-09-30,4807,0.10845367483089582,870,1260,12,390,0.30952380952380953,0.0011819472090842248,134,255.2
2024-10-08,4807,0.07776784605990117,676,2832,13,2156,0.7612994350282486,0.00783497518891045,870,373.6
2024-10-09,4807,-0.08960834065705041,37,88,14,51,0.5795454545454546,0.0359152668987216,676,371.2
2024-10-10,4807,0.0016317394452745472,68,129,8,61,0.4728682170542636,-0.04343028881712289,37,357.0
2024-10-11,4808,-0.03943638141154143,32,56,2,24,0.42857142857142855,-0.0019804866518466704,68,336.6
2024-10-14,4808,0.030984231492457232,89,122,2,33,0.27049180327868855,0.008159357391098822,32,180.4
2024-10-15,4809,-0.01627386668707682,40,73,3,33,0.4520547945205479,0.039438860359350715,89,53.2
2024-10-16,4809,0.0037005462130252006,78,97,4,19,0.1958762886597938,0.036256302711369495,40,61.4
2024-10-17,4809,-0.004795934923689606,46,94,5,48,0.5106382978723404,0.014734305835704689,78,57.0
2024-10-18,4809,0.032913477817555395,99,170,6,71,0.4176470588235294,0.027265606674636296,46,70.4
2024-10-21,4808,0.01725500357943158,113,170,7,57,0.3352941176470588,0.03661743127040448,99,75.2
2024-10-22,4808,0.010376758464835855,91,143,8,52,0.36363636363636365,0.009645276035247662,113,85.4
2024-10-23,4807,0.003316170852074325,85,149,9,64,0.42953020134228187,0.022179032441799116,91,86.8
2024-10-24,4806,-0.003544835708625976,76,111,10,35,0.3153153153153153,0.01905991541040103,85,92.8
2024-10-25,4807,0.021739879005496097,138,190,11,52,0.2736842105263158,0.03691187234466076,76,100.6
2024-10-28,4806,0.023595877047534443,192,239,12,47,0.19665271966527198,0.045096927515015046,137,116.4
2024-10-29,4807,-0.019783420884995306,104,197,9,93,0.4720812182741117,0.03885982353336924,192,119.0
2024-10-30,4806,0.000805901502616655,122,172,10,50,0.29069767441860467,0.043942677577153096,104,126.4
2024-10-31,4807,0.014572603479573771,154,268,11,114,0.4253731343283582,0.04515802929130263,122,142.0
2024-11-01,4808,-0.030054798541988604,86,160,12,74,0.4625,0.01962415301081803,154,131.6
2024-11-04,4808,0.02092145786160245,134,174,13,40,0.22988505747126436,-0.0035634192835481485,86,120.0
2024-11-05,4809,0.029458702015214413,154,214,14,60,0.2803738317757009,0.023670711673377417,134,130.0
2024-11-06,4810,0.006622467181429822,117,221,9,104,0.47058823529411764,0.0389359328908273,154,129.0
2024-11-07,4809,0.02375128289747711,168,221,10,53,0.2398190045248869,0.01326302256067564,117,131.8
2024-11-08,4810,0.0018459002008674433,106,188,7,82,0.43617021276595747,0.01307886781858513,168,135.8
2024-11-11,4810,0.02274172963118882,135,208,5,73,0.35096153846153844,0.016122946338446006,105,136.0
2024-11-12,4809,-0.009855656434527342,72,139,6,67,0.48201438848920863,0.008467110304640452,135,119.6
2024-11-13,4810,0.0014597148312816134,58,104,7,46,0.4423076923076923,-0.00310257440476292,72,107.8
2024-11-14,4813,-0.02904744750493907,30,66,8,36,0.5454545454545454,0.025376739464693508,58,80.2
2024-11-15,4813,-0.019886963937106285,55,88,9,33,0.375,0.05344353249476669,30,70.0
2024-11-18,4812,-0.022242094466211292,77,128,10,51,0.3984375,0.052699141863333174,55,58.4
2024-11-19,4813,0.025330029240516708,86,130,11,44,0.3384615384615385,-0.012848631819657189,77,61.2
2024-11-20,4813,0.02087015081444807,127,164,12,37,0.22560975609756098,0.03743472901538262,86,75.0
2024-11-21,4814,0.0030438453218841178,97,143,13,46,0.32167832167832167,0.03039876544661983,127,88.4
2024-11-22,4814,-0.03553778275234234,67,140,10,73,0.5214285714285715,0.06781621400310639,97,90.8
2024-11-25,4813,0.013495983195425571,142,181,11,39,0.2154696132596685,0.04615591637813962,67,103.8
2024-11-26,4813,-0.009122599250828829,81,140,6,59,0.42142857142857143,-0.005898445115194542,142,102.8
2024-11-27,4813,0.016718110863959967,87,115,7,28,0.24347826086956523,-0.004964471535960954,81,94.8
2024-11-28,4812,0.0013741918669676384,81,148,7,67,0.4527027027027027,0.034458827974722404,87,91.6
2024-11-29,4815,0.015531590789098002,116,151,8,35,0.23178807947019867,0.01732615312768146,81,101.4
2024-12-02,4815,0.020953141219507577,146,216,9,70,0.32407407407407407,0.03317041412097958,116,102.2
2024-12-03,4815,0.001967871423642582,101,170,8,69,0.40588235294117647,0.017267463993030367,146,106.2
2024-12-04,4815,-0.013759790460442671,75,136,9,61,0.4485294117647059,0.009931501737678507,101,103.8
2024-12-05,4816,0.012714145450121051,111,148,8,37,0.25,0.031019186985125926,75,109.8
2024-12-06,4814,0.010164381658982334,100,168,9,68,0.40476190476190477,0.022492219980852095,110,106.6
2024-12-09,4813,-0.0013185237341913692,88,140,10,52,0.37142857142857144,0.016390457480093462,100,95.0
2024-12-10,4815,0.007719399017346666,98,176,11,78,0.4431818181818182,0.018869714568533598,88,94.4
2024-12-11,4814,0.013784957539209455,131,169,12,38,0.22485207100591717,0.017269380273302007,98,105.6
2024-12-12,4814,0.010335998498832048,129,180,7,51,0.2833333333333333,0.02470688761163722,130,109.2
2024-12-13,4813,-0.017520265839989838,90,150,6,60,0.4,0.027938159203171473,129,107.2
2024-12-16,4815,-0.005961484710027382,92,168,7,76,0.4523809523809524,0.022772777590025356,90,108.0
2024-12-17,4815,-0.0341373877023316,25,63,5,38,0.6031746031746031,0.0019089623732154587,92,93.4
2024-12-18,4817,0.006125747218038068,91,127,6,36,0.28346456692913385,0.07365901260191368,25,85.4
2024-12-19,4817,0.0006247598105651676,63,102,7,39,0.38235294117647056,-0.0005796489943485023,91,72.2
2024-12-20,4818,0.010965162734504182,74,111,8,37,0.3333333333333333,-0.00058181125359477,63,69.0
2024-12-23,4819,-0.039154603279071,25,49,4,24,0.4897959183673469,0.01887816896824718,74,55.6
2024-12-24,4818,0.0100293445979501,65,98,5,33,0.336734693877551,0.03230853192650997,25,63.6
2024-12-25,4817,-0.018252743224455716,34,54,5,20,0.37037037037037035,0.012752092993900373,65,52.2
2024-12-26,4819,0.012563968214797772,87,118,6,31,0.2627118644067797,0.04703407677577449,34,57.0
2024-12-27,4818,0.006887887422896392,63,102,6,39,0.38235294117647056,-0.008819319806448116,86,54.8
2024-12-30,4817,-0.008821409548634923,38,64,4,26,0.40625,0.024650292471448197,63,57.4
2024-12-31,4817,-0.025137256144499732,40,63,5,23,0.36507936507936506,0.04207702992357401,38,52.4
2025-01-02,4816,-0.018746867895188712,54,100,6,46,0.46,0.03880765596744509,40,56.4
2025-01-03,4817,-0.03581302986246902,43,67,7,24,0.3582089552238806,0.028989120288445205,54,47.6
2025-01-06,4817,-0.003915983882531009,56,83,4,27,0.3253012048192771,0.02689629930175969,43,46.2
2025-01-07,4818,0.021534980266604522,85,111,5,26,0.23423423423423423,0.005676546910661464,56,55.6
2025-01-08,4819,-0.0013916423562750119,57,85,6,28,0.32941176470588235,0.0339734015107921,85,59.0
2025-01-09,4819,0.002772076101216953,79,103,7,24,0.23300970873786409,0.03196294123203794,57,64.0
2025-01-10,4819,-0.02642530289432611,34,81,7,47,0.5802469135802469,0.005203340847233579,79,62.2
2025-01-13,4820,0.002227486566672525,43,67,8,24,0.3582089552238806,-0.008556287232668644,34,59.6
2025-01-14,4819,0.045381704470747644,119,157,9,38,0.24203821656050956,0.01391991989803678,42,66.4
2025-01-15,4821,-0.004231337025374717,58,90,10,32,0.35555555555555557,0.025910128821118976,119,66.6
2025-01-16,4821,0.005813921079653058,62,93,6,31,0.3333333333333333,0.02541892447637074,58,63.2
2025-01-17,4822,0.0019287493211973168,52,78,7,26,0.3333333333333333,-0.0048721593425003935,62,66.8
2025-01-20,4822,0.009598201464355331,63,104,5,41,0.3942307692307692,0.005364583505873375,52,70.8
2025-01-21,4823,-0.0003811910875417904,43,77,4,34,0.44155844155844154,0.016191526360123873,63,55.6
2025-01-22,4823,-0.009970928348786299,37,60,5,23,0.38333333333333336,0.018951575130919735,43,51.4
2025-01-23,4822,-0.0013612170998299146,36,74,5,38,0.5135135135135135,0.010813788016250226,37,46.2
2025-01-24,4822,0.012146857402768057,60,75,6,15,0.2,0.0024963706112876953,36,47.8
2025-01-27,4823,-0.009629522013122267,40,66,6,26,0.3939393939393939,0.002621858103922071,60,43.2
2025-02-05,4824,0.00918578278641284,61,101,5,40,0.39603960396039606,0.01740504291817349,40,46.8
2025-02-06,4824,0.022019766308832327,80,111,6,31,0.27927927927927926,0.029229480899837488,61,55.4
2025-02-07,4824,0.012811284778136141,70,123,7,53,0.43089430894308944,0.03539416606329636,80,62.2
2025-02-10,4826,0.01679041685684505,102,134,8,32,0.23880597014925373,0.027261510885592158,70,70.6
2025-02-11,4825,-0.0029207146069904445,67,103,9,36,0.34951456310679613,0.01792239881173707,102,76.0
2025-02-12,4825,0.010185921525132105,74,103,10,29,0.2815533980582524,0.013435008827251842,67,78.6
2025-02-13,4826,-0.009954333224488904,49,93,7,44,0.4731182795698925,0.02964472276710369,74,72.4
2025-02-14,4826,0.003024059009804909,68,101,8,33,0.32673267326732675,0.019017836300175676,49,72.0
2025-02-17,4827,0.011760868963974906,87,160,9,73,0.45625,0.0237367325286335,68,69.0
2025-02-18,4827,-0.02282944328826869,40,72,6,32,0.4444444444444444,0.028852249032327783,87,63.6
2025-02-19,4828,0.02161055649213999,101,133,6,32,0.24060150375939848,0.014622449609166137,40,69.0
2025-02-20,4828,0.009471558619145145,89,118,7,29,0.2457627118644068,0.018759263783186632,101,77.0
2025-02-21,4827,0.008846661336753096,99,129,8,30,0.23255813953488372,0.012502444047624878,89,83.2
2025-02-24,4828,0.003335058237510336,74,118,6,44,0.3728813559322034,0.010623703894792209,99,80.6
2025-02-25,4826,-0.004096175675224546,53,94,5,41,0.43617021276595747,0.015120094915442684,74,83.2
2025-02-26,4826,0.014189982175362431,87,139,4,52,0.37410071942446044,0.01640306699768651,53,80.4
2025-02-27,4826,-0.0012640737018727497,70,89,5,19,0.21348314606741572,0.008450407460747881,87,76.6
2025-02-28,4827,-0.03147564152203238,33,63,6,30,0.47619047619047616,0.01781607400185097,70,63.4
2025-03-03,4826,0.004599908575307383,54,94,4,40,0.425531914893617,-0.0022346784714897187,33,59.4
2025-03-04,4827,0.012773541620558352,69,87,4,18,0.20689655172413793,-0.0040872681411332264,54,62.6
2025-03-05,4826,0.0025441821772091123,60,84,5,24,0.2857142857142857,0.017882598702121208,69,57.2
2025-03-06,4827,0.017148321603440157,95,135,4,40,0.2962962962962963,0.015419171380731674,60,62.2
2025-03-07,4827,-0.0043314418766320665,50,97,5,47,0.4845360824742268,0.009179268974120691,95,65.6
2025-03-10,4826,0.005459243525429962,71,96,5,25,0.2604166666666667,-0.0018819028798638324,50,69.0
2025-03-11,4827,0.004151606585564175,47,68,6,21,0.3088235294117647,0.017531852261468705,71,64.6
2025-03-12,4827,0.0043013088498653415,73,124,7,51,0.4112903225806452,0.02611939972970149,47,67.2
2025-03-13,4827,-0.011158909746514683,38,55,8,17,0.3090909090909091,0.006026277163278602,73,55.8
2025-03-14,4827,0.017053302070072218,75,104,9,29,0.27884615384615385,-6.262655938378547e-05,38,60.8
2025-03-17,4829,0.005395347710217576,58,86,5,28,0.32558139534883723,0.01581075566802844,75,58.2
2025-03-18,4831,0.005529150959479825,59,87,6,28,0.3218390804597701,0.016863130439387385,58,60.6
2025-03-19,4830,-0.004619459589927877,41,67,6,26,0.3880597014925373,0.017726904176787392,58,54.2
2025-03-20,4831,-0.0007084733954651317,58,90,7,32,0.35555555555555557,0.04855818174153787,41,58.2
2025-03-21,4833,-0.016177301834183394,42,71,7,29,0.4084507042253521,0.026837394323205675,58,51.6
2025-03-24,4832,-0.015099517652472624,42,69,5,27,0.391304347826087,0.023325941083102278,42,48.4
2025-03-25,4833,-0.0035963842319870275,45,77,3,32,0.4155844155844156,0.022921091811569802,42,45.6
2025-03-26,4833,0.00946879704220092,61,91,4,30,0.32967032967032966,0.009718814254757981,45,49.6
2025-03-27,4832,-0.004567880480081568,44,70,5,26,0.37142857142857144,-0.010887828380109522,61,46.8
2025-03-28,4833,-0.012787998524225097,31,63,3,32,0.5079365079365079,0.00400978743942196,44,44.6
2025-03-31,4834,-0.010535695032982783,31,51,4,20,0.39215686274509803,0.03208251422338509,31,42.4
2025-04-01,4835,0.011250424949381485,51,89,4,38,0.42696629213483145,0.02005282809105463,31,43.6
2025-04-02,4836,0.002539664251630059,38,65,5,27,0.4153846153846154,-0.00015467473416947396,51,39.0
2025-04-03,4836,-0.006811961741098847,46,68,3,22,0.3235294117647059,0.03847960947247008,38,39.4
2025-04-07,4835,-0.11040252703412795,21,36,4,15,0.4166666666666667,0.1040359838973908,46,37.4
2025-04-08,4836,0.0046614737127157425,110,137,5,27,0.19708029197080293,0.09424484753694666,21,53.2
2025-04-09,4836,0.024447733912782692,101,147,6,46,0.3129251700680272,0.01173263516940189,110,63.2
2025-04-10,4836,0.027384035588798143,140,204,6,64,0.3137254901960784,0.018959657346259803,101,83.6
2025-04-11,4837,0.008669733712109239,73,113,6,40,0.35398230088495575,-0.005678024019953114,140,89.0
2025-04-14,4837,0.017906606509967338,90,130,7,40,0.3076923076923077,0.00997602878771239,73,102.8
2025-04-15,4837,0.00017269542202438587,46,77,4,31,0.4025974025974026,-0.005284132950013981,90,90.0
2025-04-16,4837,-0.013849337225011112,39,56,5,17,0.30357142857142855,0.031605936766156494,46,77.6
2025-04-17,4836,0.006247212138043867,83,111,6,28,0.25225225225225223,0.034781219122092984,39,66.2
2025-04-18,4837,-0.0018650134779956329,50,79,5,29,0.3670886075949367,0.00020864891040211727,83,61.6
2025-04-21,4839,0.018091902965986183,97,128,6,31,0.2421875,0.014651445046559766,50,63.0
2025-04-22,4839,0.0019203455631882885,74,100,6,26,0.26,0.02030789387711016,96,68.6
2025-04-23,4840,0.00702033962317139,54,94,4,40,0.425531914893617,-0.019735055055526057,74,71.6
2025-04-24,4840,-0.006855850604996945,49,78,5,29,0.3717948717948718,0.016761079803885654,54,64.8
2025-04-25,4839,0.0025454346129731706,63,98,6,35,0.35714285714285715,0.0007556390442076404,49,67.4
2025-04-28,4835,-0.011925161756305891,39,63,4,24,0.38095238095238093,0.005866059749084887,62,55.8
2025-04-29,4828,0.008773053079959228,55,85,4,30,0.35294117647058826,0.006224262136877623,37,52.0
2025-04-30,4834,0.008674672083371112,59,88,4,29,0.32954545454545453,0.0013335736219835092,55,53.0
2025-05-06,4842,0.027097562444938984,87,118,5,31,0.2627118644067797,0.018297091069850755,59,60.6
2025-05-07,4842,0.006896627753747944,57,105,6,48,0.45714285714285713,0.024508758132815254,87,59.4
2025-05-08,4842,0.010348744259483495,58,81,4,23,0.2839506172839506,0.00759518167955211,57,63.2
2025-05-09,4843,-0.010670302961896621,30,57,4,27,0.47368421052631576,0.006577806468133021,58,58.2
2025-05-12,4843,0.013085740176864407,44,70,5,26,0.37142857142857144,0.0016074363305593892,30,55.2
2025-05-13,4844,-0.0013795922700256048,44,73,5,29,0.3972602739726027,0.014847234672259148,44,46.6
2025-05-14,4844,0.0013394506698674532,56,84,6,28,0.3333333333333333,0.045105460634071406,44,46.4
2025-05-15,4845,-0.00907541660839993,43,66,7,23,0.3484848484848485,0.0324342052270976,56,43.4
2025-05-16,4845,0.0053557342461364255,54,87,8,33,0.3793103448275862,0.012635931906624143,43,48.2
2025-05-19,4844,0.008414303100847396,72,98,9,26,0.2653061224489796,0.03536904566021619,54,53.8
2025-05-20,4846,0.009566300143193103,69,114,4,45,0.39473684210526316,0.025677580700708892,72,58.8
2025-05-21,4844,-0.004173854426872865,50,75,5,25,0.3333333333333333,0.02387339553541488,69,57.6
2025-05-22,4844,-0.011437698823455442,35,67,4,32,0.47761194029850745,0.025022743671624336,50,56.0
2025-05-23,4846,-0.009786064377865271,40,73,5,33,0.4520547945205479,0.027971081113626648,35,53.2
2025-05-26,4847,0.008639114448124135,54,83,4,29,0.3493975903614458,0.013973024694625535,40,49.6
2025-05-27,4847,0.0021449706010018173,56,81,5,25,0.30864197530864196,0.0369876553699138,54,47.0
2025-05-28,4847,-0.0028040759563155134,52,77,5,25,0.3246753246753247,0.021970482962155563,56,47.4
2025-05-29,4849,0.01630559946061019,95,115,6,20,0.17391304347826086,0.017499436088335315,52,59.4
2025-05-30,4850,-0.012697067199799824,35,58,4,23,0.39655172413793105,0.0034115303005609245,95,58.4
2025-06-03,4848,0.008509517209669089,65,98,4,33,0.336734693877551,0.036217809598894014,35,60.6
2025-06-04,4850,0.010267165602344126,65,104,5,39,0.375,0.01874220742972458,65,62.4
2025-06-05,4848,0.0036940820556520828,60,84,4,24,0.2857142857142857,-0.0054596808684928295,64,64.0
2025-06-06,4850,0.0009595583243265107,48,81,5,33,0.4074074074074074,0.009510145626882368,60,54.6
2025-06-09,4850,0.012378912957846117,63,100,6,37,0.37,0.019531874385050097,48,60.2
2025-06-10,4849,-0.007506819841378743,43,74,7,31,0.4189189189189189,0.03596953424334847,63,55.8
2025-06-11,4850,0.005615447795469581,46,78,6,32,0.41025641025641024,0.017124222580661572,43,52.0
2025-06-12,4851,0.0020671143792807614,56,73,7,17,0.2328767123287671,0.03127320149184659,46,51.2
2025-06-13,4850,-0.016983553813064305,45,63,5,18,0.2857142857142857,-0.0035937395903795355,56,50.6
